time,x,y,z
1.0,0.1,0.0,0.0
1.1,0.12721898105209417,0.2554231521469713,0.0011425729547299244
1.2000000000000002,0.3948237176269632,0.8594521617456163,0.01286820443698142
1.3000000000000003,1.2852407868675715,2.8021340227894744,0.137016481037537
1.4000000000000004,4.154178927824081,8.964425114554263,1.4367624772463254
1.5000000000000004,12.30192630200396,23.859689261564156,13.085329851474249
1.6000000000000005,19.48800264410598,14.721551295267282,46.80884726451691
1.7000000000000006,5.721823628795813,-8.755101277304762,37.26201695587629
1.8000000000000007,-3.595010406664775,-8.62529827589561,28.46971163991467
1.9000000000000008,-6.624019499709389,-8.453124383968232,25.805953014636277
2.000000000000001,-8.108130754264435,-9.397718709854765,25.596863302404227
2.100000000000001,-9.181966155123359,-9.930793251874823,27.08609950630535
2.200000000000001,-9.39001319372436,-9.017953535656588,28.627933721093825
2.300000000000001,-8.59534970636815,-7.552950513193803,28.453606764367002
2.4000000000000012,-7.680679663992999,-7.0434190065726625,26.88888738726442
2.5000000000000013,-7.483947292111175,-7.745236076402614,25.418135781688616
2.6000000000000014,-8.134528645587338,-9.090972346639093,25.221946011967866
2.7000000000000015,-9.130357725591905,-9.990150503627392,26.66723004857321
2.8000000000000016,-9.517774311694929,-9.32929168133824,28.5164700558886
2.9000000000000017,-8.809299102914633,-7.735515404132244,28.72682343921488
3.0000000000000018,-7.77057443786883,-6.947701233429135,27.227856064584813
3.100000000000002,-7.385691427471015,-7.478899406013685,25.540811904908644
3.200000000000002,-7.924042318774698,-8.840566891796698,25.006176224283315
3.300000000000002,-8.980192912033779,-10.00483950761778,26.240418214813964
3.400000000000002,-9.59581311194316,-9.650256536133641,28.315717117686734
3.500000000000002,-9.036979458623962,-7.986078047968464,28.966069395746977
3.6000000000000023,-7.902588001080322,-6.896879859268023,27.607857627991798
3.7000000000000024,-7.315837903605306,-7.215375641838778,25.733681053604222
3.8000000000000025,-7.709040707212339,-8.546306844194316,24.84673169116781
3.9000000000000026,-8.785978163328993,-9.943438639301842,25.79255668838611
4.000000000000003,-9.62655750875286,-9.956551341697448,28.00989541778546
4.100000000000003,-9.273214349016534,-8.306535609590064,29.147187559013748
4.200000000000003,-8.08107972471106,-6.9028999387639125,28.02100022542766
4.3000000000000025,-7.282415221694204,-6.963561571071449,26.0004125927787
4.400000000000003,-7.497497695111724,-8.215094378714872,24.75701863094201
4.5000000000000036,-8.55092183865128,-9.798914909673904,25.344554659238902
4.600000000000003,-9.59893415331904,-10.223643769404973,27.596281284662506
4.700000000000003,-9.505294982972625,-8.695295479535966,29.24331848561702
4.800000000000003,-8.307915613360207,-6.9800844833643385,28.455645046550547
4.900000000000004,-7.29391360242073,-6.733948485945257,26.34356203573421
5.0000000000000036,-7.298392005290589,-7.855506256429611,24.7495935731019
5.100000000000003,-8.280702454700153,-9.568497938070356,24.920237704459215
5.200000000000004,-9.503551127052829,-10.424005007616614,27.080365367850654
5.300000000000004,-9.71649855242131,-9.143520954051013,29.224189202705
5.400000000000004,-8.582465657522492,-7.144606708307718,28.89435424959712
5.5000000000000036,-7.359533371876828,-6.539159184230301,26.76407742408812
5.600000000000004,-7.121854970421029,-7.477545296113288,24.83599465194993
5.700000000000005,-7.983445697414511,-9.254131115934255,24.545162995090056
5.800000000000004,-9.333944606512805,-10.529535418020872,26.477685851030163
5.900000000000004,-9.886189877773973,-9.632217752571679,29.058353583430716
6.000000000000004,-8.90015571874274,-7.413651011062731,29.31169278565185
6.100000000000005,-7.489043586594669,-6.394914355039834,27.26055514643753
6.200000000000005,-6.979376437799701,-7.092567164227096,25.026715929821346
6.300000000000004,-7.669608881633551,-8.862466917102381,24.245382368145435
6.400000000000005,-9.087781435655343,-10.514806089057496,25.814754064392027
6.500000000000005,-9.99064917814261,-10.129609560418391,28.71733109403991
6.600000000000005,-9.250519325196196,-7.803259699616246,29.671597410420745
6.700000000000005,-7.692324268894675,-6.321359560237884,27.827847216359334
6.800000000000005,-6.8841546730065755,-6.713513795088328,25.33123701512203
6.900000000000006,-7.351867251044335,-8.404422512277012,24.046362824302673
7.000000000000005,-8.767816334710961,-10.360645895336546,25.128603157711737
7.100000000000005,-10.004904813758449,-10.589949737037772,28.181852867232593
7.2000000000000055,-9.614845641606982,-8.324054824286547,29.92484125887627
7.300000000000006,-7.978323056233671,-6.34468568577081,28.4546015977942
7.400000000000006,-6.851586050174438,-6.355647215822537,25.757996533084842
7.500000000000005,-7.045116617018216,-7.894437297360947,23.972246599263695
7.600000000000006,-8.382447201099936,-10.05734741098818,24.46484281335375
7.700000000000006,-9.905704487217907,-10.955239445047427,27.449748677956034
7.800000000000006,-9.963783121291698,-8.973925633182185,30.007908086019807
7.900000000000006,-8.352962756347099,-6.498670132562667,29.119046393270487
8.000000000000007,-6.899824454822227,-6.038072150840996,26.31406437615702
8.100000000000007,-6.766725901787846,-7.349662167018667,24.045550057271562
8.200000000000006,-7.9457990308715045,-9.606740360387514,23.87446843355537
8.300000000000006,-9.675434557043316,-11.161156058761604,26.543861439610147
8.400000000000006,-10.255757975212353,-9.72739289254132,29.84573527932647
8.500000000000007,-8.815364537984676,-6.825128565085538,29.782116840669783
8.600000000000007,-7.050229490146225,-5.786499499000167,27.00407750617413
8.700000000000006,-6.537222283575849,-6.789431673538327,24.28735405681408
8.800000000000008,-7.477419454146083,-9.022563041534674,23.410122201735426
8.900000000000007,-9.306370592552442,-11.147417604166245,25.51733128856063
9.000000000000007,-10.437711981705984,-10.523205849427557,29.36200712938546
9.100000000000007,-9.351604460595786,-7.37083607158935,30.377136495897012
9.200000000000006,-7.3271969293050345,-5.637834259482458,27.827501574814598
9.300000000000008,-6.381592712337379,-6.235505807570243,24.71788603435218
9.400000000000007,-7.001858996144033,-8.329022873136932,23.122738188175493
9.500000000000007,-8.80425154930745,-10.87081979153831,24.453337996979034
9.600000000000009,-10.450123174310505,-11.255381648836009,28.500413538679858
9.700000000000008,-9.92554621791313,-8.176188192477651,30.79666979483019
9.800000000000008,-7.75624018136059,-5.647157191903433,28.772283955190517
9.900000000000007,-6.33139008166925,-5.713911419965314,25.35722559949192
10.000000000000007,-6.548617896625385,-7.557989988695303,23.0594873606927
10.100000000000009,-8.190127180354558,-10.317078301568701,23.45781647729143
10.200000000000008,-10.23779251778304,-11.777071012195936,27.256287862641233
10.300000000000008,-10.467782458965871,-9.248434344512448,30.88184609621903
10.40000000000001,-8.357957004472071,-5.8967344336046095,29.80098526369066
10.500000000000009,-6.427685499951063,-5.2598959119104975,26.225461202715955
10.600000000000009,-6.153167780804519,-6.745788370182179,23.26368067638778
10.700000000000008,-7.499941046072442,-9.506895195775938,22.64655126486967
10.800000000000008,-9.765675250116674,-11.927037604545806,25.709033700638535
10.90000000000001,-10.867539774702246,-10.514057784212243,30.42978374007498
11.000000000000009,-9.133478127887972,-6.5026347582312605,30.822379466059793
11.100000000000009,-6.724251570847011,-4.92888820743858,27.340428261470137
11.20000000000001,-5.8600571609141525,-5.931133369298157,23.776864938150872
11.30000000000001,-6.782382481996021,-8.49329655839421,22.131142749074034
11.40000000000001,-9.035210601151974,-11.57899550722083,24.036104886474828
11.500000000000009,-10.978581678673065,-11.761050792325312,29.24747140412095
11.600000000000009,-10.035023715018673,-7.602404276752956,31.63997321023578
11.70000000000001,-7.288210290849536,-4.81862775663061,28.70763794398434
11.80000000000001,-5.729538198858949,-5.156877319007508,24.642897912880485
